date,strategy_name,daily_gross_pnl,daily_pnl,daily_fees,cumulative_pnl,starting_equity,equity,equity_peak,cumulative_return,daily_return,daily_return_pct,rolling_return_3d,rolling_return_3d_pct,rolling_return_5d,rolling_return_5d_pct,rolling_return_10d,rolling_return_10d_pct,drawdown,drawdown_pct,rolling_volatility_5d,rolling_volatility_5d_pct,rolling_volatility_10d,rolling_volatility_10d_pct,total_trades,winning_trades,losing_trades,flat_trades,avg_trade_pnl,median_trade_pnl,avg_trade_duration_minutes,avg_mae,avg_mfe,opening_session_pnl,opening_session_trades,mid_session_pnl,mid_session_trades,closing_session_pnl,closing_session_trades,unknown_session_pnl,unknown_session_trades,weekday,month
2021-03-26,strategy_47,25643.75,25497.75,146.0,25497.75,100000.0,125497.75,125497.75,0.2549775,0.2549775,25.49775,,,,,,,0.0,0.0,,,,,365,127,238,0,69.8568493151,-50.4,0.8227853881,,,6390.85,76,13290.8,238,5816.1,51,0.0,0,Friday,2021-03
2021-03-30,strategy_47,12666.25,12536.65,129.6,38034.4,125497.75,138034.4,138034.4,0.380344,0.0998954165,9.9895416452,,,,,,,0.0,0.0,1.2309258776,123.0925877612,1.2309258776,123.0925877612,324,120,204,0,38.6933641975,-31.15,0.8481481481,,,2512.7,67,10913.95,237,-890.0,20,0.0,0,Tuesday,2021-03
2021-03-31,strategy_47,15180.75,15049.95,130.8,53084.35,138034.4,153084.35,153084.35,0.5308435,0.1090304301,10.9030430096,0.5308435,53.08435,,,,,0.0,0.0,1.1279027233,112.7902723251,1.1279027233,112.7902723251,327,118,209,0,46.0243119266,-37.15,0.829204893,,,5579.6,76,7509.9,209,1960.45,42,0.0,0,Wednesday,2021-03
2021-04-01,strategy_47,24900.5,24764.9,135.6,77849.25,153084.35,177849.25,177849.25,0.7784925,0.1617729049,16.1772904938,0.4171509051,41.7150905096,,,,,0.0,0.0,0.9780241098,97.8024109788,0.9780241098,97.8024109788,339,146,193,0,73.0528023599,-16.15,0.9789577188,,,4687.05,73,18663.3,218,1414.55,48,0.0,0,Thursday,2021-04
2021-04-05,strategy_47,12908.0,12747.6,160.4,90596.85,177849.25,190596.85,190596.85,0.9059685,0.0716764338,7.1676433834,0.3807923967,38.0792396678,0.9059685,90.59685,,,0.0,0.0,1.0270226262,102.70226262,1.0270226262,102.70226262,401,124,277,0,31.7895261845,-60.4,0.7587281796,,,10764.7,82,2975.2,267,-992.3,52,0.0,0,Monday,2021-04
2021-04-06,strategy_47,17415.5,17271.1,144.4,107867.95,190596.85,207867.95,207867.95,1.0786795,0.0906158732,9.0615873242,0.3578654513,35.7865451302,0.6563480222,65.6348022176,,,0.0,0.0,0.4799279155,47.9927915491,0.9810794048,98.1079404773,361,114,247,0,47.8423822715,-42.9,0.8210526316,,,10909.15,74,6858.55,238,-496.6,49,0.0,0,Tuesday,2021-04
2021-04-07,strategy_47,5668.0,5638.4,29.6,113506.35,207867.95,213506.35,213506.35,1.1350635,0.0271249127,2.7124912715,0.200490584,20.049058402,0.5467618941,54.6761894137,,,0.0,0.0,0.7021495701,70.2149570109,1.0770657359,107.7065735879,74,28,46,0,76.1945945946,-49.15,0.9617117117,,,4742.65,69,895.75,5,0.0,0,0.0,0,Wednesday,2021-04
2021-04-08,strategy_47,17061.5,16921.1,140.4,130427.45,213506.35,230427.45,230427.45,1.3042745,0.0792533805,7.925338052,0.2089782701,20.8978270103,0.5052319195,50.5231919527,,,0.0,0.0,0.6912161548,69.1216154803,1.0262457677,102.6245767711,351,126,225,0,48.2082621083,-31.9,0.9230769231,,,1254.25,70,7595.75,235,8071.1,46,0.0,0,Thursday,2021-04
2021-04-09,strategy_47,5698.0,5545.2,152.8,135972.65,230427.45,235972.65,235972.65,1.3597265,0.0240648412,2.4064841233,0.1352045854,13.5204585411,0.3268127361,32.6812736067,,,0.0,0.0,0.4379704914,43.7970491369,1.0619380867,106.1938086735,382,123,259,0,14.5162303665,-45.775,0.8215968586,,,1977.6,76,3385.3,253,182.3,53,0.0,0,Friday,2021-04
2021-04-12,strategy_47,14353.5,14191.5,162.0,150164.15,235972.65,250164.15,250164.15,1.5016415,0.0601404442,6.0140444242,0.1716941908,17.1694190829,0.3125303487,31.2530348744,1.5016415,150.16415,0.0,0.0,0.4265169768,42.651697682,1.0270192586,102.7019258581,405,128,277,0,35.0407407407,-62.65,0.7823045267,,,6855.95,72,2387.5,285,4948.05,48,0.0,0,Monday,2021-04
