date,strategy_name,daily_gross_pnl,daily_pnl,daily_fees,cumulative_pnl,starting_equity,equity,equity_peak,cumulative_return,daily_return,daily_return_pct,rolling_return_3d,rolling_return_3d_pct,rolling_return_5d,rolling_return_5d_pct,rolling_return_10d,rolling_return_10d_pct,drawdown,drawdown_pct,rolling_volatility_5d,rolling_volatility_5d_pct,rolling_volatility_10d,rolling_volatility_10d_pct,total_trades,winning_trades,losing_trades,flat_trades,avg_trade_pnl,median_trade_pnl,avg_trade_duration_minutes,avg_mae,avg_mfe,opening_session_pnl,opening_session_trades,mid_session_pnl,mid_session_trades,closing_session_pnl,closing_session_trades,unknown_session_pnl,unknown_session_trades,weekday,month
2021-03-26,strategy_S5-3,634.5,578.9,55.6,578.9,100000.0,100578.9,100578.9,0.005789,0.005789,0.5789,,,,,,,0.0,0.0,,,,,139,54,85,0,4.1647482014,-135.4,3.260911271,,,995.8,28,-647.4,91,230.5,20,0.0,0,Friday,2021-03
2021-03-30,strategy_S5-3,5510.25,5461.85,48.4,6040.75,100578.9,106040.75,106040.75,0.0604075,0.0543041334,5.4304133372,,,,,,,0.0,0.0,0.3850769332,38.5076933176,0.3850769332,38.5076933176,121,53,68,0,45.1392561983,-67.15,3.0936639118,,,985.35,26,4520.5,90,-44.0,5,0.0,0,Tuesday,2021-03
2021-03-31,strategy_S5-3,-2272.75,-2323.15,50.4,3717.6,106040.75,103717.6,106040.75,0.037176,-0.0219080872,-2.1908087221,0.037176,3.7176,,,,,-2323.15,-0.0219080872,0.5000161822,50.001618222,0.5000161822,50.001618222,126,44,82,0,-18.4376984127,-105.525,2.9665343915,,,-72.8,32,-518.6,74,-1731.75,20,0.0,0,Wednesday,2021-03
2021-04-01,strategy_S5-3,13883.0,13828.2,54.8,17545.8,103717.6,117545.8,117545.8,0.175458,0.1333254915,13.3325491527,0.1686924395,16.8692439468,,,,,0.0,0.0,0.9352542888,93.5254288796,0.9352542888,93.5254288796,137,66,71,0,100.9357664234,-12.9,3.247810219,,,745.05,33,11623.45,82,1459.7,22,0.0,0,Thursday,2021-04
2021-04-05,strategy_S5-3,769.25,706.45,62.8,18252.25,117545.8,118252.25,118252.25,0.1825225,0.0060099978,0.6009997805,0.1151585593,11.5158559327,0.1825225,18.25225,,,0.0,0.0,0.8686566204,86.8656620415,0.8686566204,86.8656620415,157,46,111,0,4.4996815287,-170.4,2.5053078556,,,13762.85,26,-6606.05,107,-6450.35,24,0.0,0,Monday,2021-04
2021-04-06,strategy_S5-3,6601.25,6544.85,56.4,24797.1,118252.25,124797.1,124797.1,0.247971,0.0553465156,5.5346515605,0.2032393731,20.3239373067,0.2407880778,24.0788077818,,,0.0,0.0,0.8397317117,83.9731711674,0.8016132762,80.1613276233,141,43,98,0,46.4173758865,-151.9,2.9776595745,,,8499.95,27,-626.05,97,-1329.05,17,0.0,0,Tuesday,2021-04
2021-04-07,strategy_S5-3,-2005.0,-2016.6,11.6,22780.5,124797.1,122780.5,124797.1,0.227805,-0.0161590293,-1.6159029336,0.0445332798,4.4533279794,0.1578614825,15.7861482496,,,-2016.6,-0.0161590293,0.9177189449,91.7718944881,0.8025134907,80.2513490665,29,10,19,0,-69.5379310345,-302.9,3.0609195402,,,-2676.2,28,659.6,1,0.0,0,0.0,0,Wednesday,2021-04
2021-04-08,strategy_S5-3,9523.0,9471.0,52.0,32251.5,122780.5,132251.5,132251.5,0.322515,0.0771376562,7.7137656224,0.1183846396,11.8384639616,0.2751114565,27.5111456493,,,0.0,0.0,0.8404170182,84.0417018225,0.788861447,78.8861446967,130,47,83,0,72.8538461538,-99.525,3.466025641,,,-1076.6,29,9281.2,87,1266.4,14,0.0,0,Thursday,2021-04
2021-04-09,strategy_S5-3,-2609.0,-2661.8,52.8,29589.7,132251.5,129589.7,132251.5,0.295897,-0.0201268039,-2.0126803855,0.038403136,3.840313597,0.1024613385,10.2461338474,,,-2661.8,-0.0201268039,0.619979043,61.9979042953,0.7960011917,79.6001191733,132,54,78,0,-20.1651515152,-74.15,3.3917929293,,,-631.7,28,-1884.8,87,-145.3,17,0.0,0,Friday,2021-04
2021-04-12,strategy_S5-3,-2733.5,-2791.5,58.0,26798.2,129589.7,126798.2,132251.5,0.267982,-0.0215410638,-2.1541063835,0.0327226229,3.2722622892,0.0722688152,7.2268815181,0.267982,26.7982,-5453.3,-0.0412343149,0.674580033,67.4580032999,0.7946540226,79.4654022552,145,54,91,0,-19.2517241379,-167.9,3.0167816092,,,-1868.3,32,-1392.55,92,469.35,21,0.0,0,Monday,2021-04
