Entry_Date,Entry_Time,Exit_Date,Exit_Time,Underlying_Symbol,Strategy_Direction,Underlying_Entry_Price,Underlying_Exit_Price,Option_Symbol,Option_Strike,Option_Type,Option_Entry_Price,Option_Exit_Price,Entry_Fair_Value,Exit_Fair_Value,Entry_Limit_Price,Exit_Limit_Price,Entry_Spread_Pct,Exit_Spread_Pct,Entry_Quote_Source,Exit_Quote_Source,Entry_Pricing_Mode,Exit_Pricing_Mode,Entry_Repriced,Exit_Repriced,Entry_Slippage_vs_Fair,Exit_Slippage_vs_Fair,Qty,PnL,Trade_ID
2026-04-07,09:30:00,2026-04-07,09:30:20,NIFTY,BUY,22891.45,22893.0,NIFTY07APR2622850CE,22850.0,CE,129.0,125.85,130.0,125.0,130.0,125.0,0.003106,0.001985,ws,ws,book_ladder,book_ladder,False,False,-1.0,0.85,65,-204.75,strategy_S9-149:NIFTY:2026-04-07T09:30:00:LONG
2026-04-07,09:30:32,2026-04-07,09:30:57,NIFTY,BUY,22900.65,22898.1,NIFTY07APR2622900CE,22900.0,CE,109.4,105.0,110.0,105.0,110.0,105.0,0.002288,0.001428,ws,ws,book_ladder,book_ladder,False,False,-0.6,0.0,65,-286.0,strategy_S9-149:NIFTY:2026-04-07T09:30:32:LONG
2026-04-07,09:31:00,2026-04-07,09:31:02,NIFTY,BUY,22900.05,22888.25,NIFTY07APR2622900CE,22900.0,CE,106.4,98.4,110.0,95.0,110.0,95.0,0.002824,0.000508,ws,ws,book_ladder,book_ladder,False,False,-3.6,3.4,65,-520.0,strategy_S9-149:NIFTY:2026-04-07T09:31:00:LONG
2026-04-07,09:31:20,2026-04-07,09:31:45,NIFTY,SELL,22882.2,22885.15,NIFTY07APR2622900PE,22900.0,PE,123.65,123.25,125.0,120.0,125.0,120.0,0.002429,0.002026,ws,ws,book_ladder,book_ladder,False,False,-1.35,3.25,65,-26.0,strategy_S9-149:NIFTY:2026-04-07T09:31:20:SHORT
2026-04-07,09:31:52,2026-04-07,09:32:25,NIFTY,SELL,22883.2,22871.95,NIFTY07APR2622900PE,22900.0,PE,126.35,128.25,130.0,125.0,130.0,125.0,0.001981,0.002725,ws,ws,book_ladder,book_ladder,False,False,-3.65,3.25,65,123.5,strategy_S9-149:NIFTY:2026-04-07T09:31:52:SHORT
2026-04-07,09:32:50,2026-04-07,09:33:05,NIFTY,BUY,22881.3,22877.65,NIFTY07APR2622850CE,22850.0,CE,126.15,121.0,130.0,120.0,130.0,120.0,0.002778,0.002888,ws,ws,book_ladder,book_ladder,False,False,-3.85,1.0,65,-334.75,strategy_S9-149:NIFTY:2026-04-07T09:32:50:LONG
2026-04-07,09:33:22,2026-04-07,09:33:35,NIFTY,SELL,22872.95,22874.0,NIFTY07APR2622900PE,22900.0,PE,125.5,126.65,130.0,125.0,130.0,125.0,0.002793,0.002366,ws,ws,book_ladder,book_ladder,False,False,-4.5,1.65,65,74.75,strategy_S9-149:NIFTY:2026-04-07T09:33:22:SHORT
2026-04-07,09:33:41,2026-04-07,09:34:01,NIFTY,BUY,22880.0,22874.45,NIFTY07APR2622850CE,22850.0,CE,122.25,117.6,125.0,115.0,125.0,115.0,0.002457,0.002548,ws,ws,book_ladder,book_ladder,False,False,-2.75,2.6,65,-302.25,strategy_S9-149:NIFTY:2026-04-07T09:33:41:LONG
2026-04-07,09:34:10,2026-04-07,09:34:26,NIFTY,SELL,22868.5,22867.2,NIFTY07APR2622900PE,22900.0,PE,130.5,129.95,135.0,130.0,135.0,125.0,0.001534,0.00269,ws,ws,book_ladder,book_ladder,False,True,-4.5,-0.05,65,-35.75,strategy_S9-149:NIFTY:2026-04-07T09:34:10:SHORT
2026-04-07,09:34:40,2026-04-07,09:34:45,NIFTY,SELL,22859.35,22861.85,NIFTY07APR2622900PE,22900.0,PE,131.3,129.45,135.0,125.0,135.0,125.0,0.002669,0.002315,ws,ws,book_ladder,book_ladder,False,False,-3.7,4.45,65,-120.25,strategy_S9-149:NIFTY:2026-04-07T09:34:40:SHORT
2026-04-07,09:35:10,2026-04-07,09:35:30,NIFTY,SELL,22856.85,22852.8,NIFTY07APR2622900PE,22900.0,PE,134.7,135.25,135.0,135.0,135.0,135.0,0.001486,0.002216,ws,ws,book_ladder,book_ladder,False,False,-0.3,0.25,65,35.75,strategy_S9-149:NIFTY:2026-04-07T09:35:10:SHORT
2026-04-07,09:35:54,2026-04-07,09:36:22,NIFTY,SELL,22845.0,22844.65,NIFTY07APR2622850PE,22850.0,PE,112.6,107.7,115.0,105.0,115.0,105.0,0.002223,0.002782,ws,ws,book_ladder,book_ladder,False,False,-2.4,2.7,65,-318.5,strategy_S9-149:NIFTY:2026-04-07T09:35:54:SHORT
2026-04-07,09:36:30,2026-04-07,09:37:20,NIFTY,BUY,22848.3,22872.75,NIFTY07APR2622800CE,22800.0,CE,126.45,146.15,130.0,145.0,130.0,145.0,0.002772,0.002733,ws,ws,book_ladder,book_ladder,False,False,-3.55,1.15,65,1280.5,strategy_S9-149:NIFTY:2026-04-07T09:36:30:LONG
2026-04-07,09:37:31,2026-04-07,09:37:47,NIFTY,SELL,22866.2,22863.85,NIFTY07APR2622900PE,22900.0,PE,128.4,130.55,130.0,130.0,130.0,130.0,0.002339,0.002677,ws,ws,book_ladder,book_ladder,False,False,-1.6,0.55,65,139.75,strategy_S9-149:NIFTY:2026-04-07T09:37:31:SHORT
2026-04-07,09:38:36,2026-04-07,09:38:46,NIFTY,SELL,22852.15,22853.3,NIFTY07APR2622900PE,22900.0,PE,138.85,140.15,140.0,140.0,140.0,140.0,0.002163,0.002138,ws,ws,book_ladder,book_ladder,False,False,-1.15,0.15,65,84.5,strategy_S9-149:NIFTY:2026-04-07T09:38:36:SHORT
2026-04-07,09:39:32,2026-04-07,09:39:41,NIFTY,BUY,22854.95,22852.2,NIFTY07APR2622850CE,22850.0,CE,106.55,103.95,110.0,100.0,110.0,100.0,0.002349,0.002882,ws,ws,book_ladder,book_ladder,False,False,-3.45,3.95,65,-169.0,strategy_S9-149:NIFTY:2026-04-07T09:39:32:LONG
2026-04-07,09:40:05,2026-04-07,09:40:22,NIFTY,BUY,22866.15,22861.6,NIFTY07APR2622850CE,22850.0,CE,112.8,104.05,115.0,100.0,115.0,100.0,0.002663,0.002879,ws,ws,book_ladder,book_ladder,False,False,-2.2,4.05,65,-568.75,strategy_S9-149:NIFTY:2026-04-07T09:40:05:LONG
2026-04-07,09:40:51,2026-04-07,09:40:55,NIFTY,BUY,22864.15,22862.35,NIFTY07APR2622850CE,22850.0,CE,107.8,106.0,110.0,105.0,110.0,105.0,0.002787,0.002826,ws,ws,book_ladder,book_ladder,False,False,-2.2,1.0,65,-117.0,strategy_S9-149:NIFTY:2026-04-07T09:40:51:LONG
2026-04-07,09:41:31,2026-04-07,09:42:20,NIFTY,SELL,22858.5,22835.85,NIFTY07APR2622900PE,22900.0,PE,133.55,143.7,135.0,140.0,135.0,140.0,0.001874,0.00278,ws,ws,book_ladder,book_ladder,False,False,-1.45,3.7,65,659.75,strategy_S9-149:NIFTY:2026-04-07T09:41:31:SHORT
2026-04-07,09:42:35,2026-04-07,09:42:41,NIFTY,SELL,22832.4,22835.9,NIFTY07APR2622850PE,22850.0,PE,117.35,114.05,120.0,110.0,120.0,110.0,0.002987,0.003064,ws,ws,book_ladder,book_ladder,False,False,-2.65,4.05,65,-214.5,strategy_S9-149:NIFTY:2026-04-07T09:42:35:SHORT
2026-04-07,09:42:51,2026-04-07,09:42:58,NIFTY,BUY,22839.8,22836.7,NIFTY07APR2622800CE,22800.0,CE,122.4,121.9,125.0,120.0,125.0,120.0,0.000409,0.002049,ws,ws,book_ladder,book_ladder,False,False,-2.6,1.9,65,-32.5,strategy_S9-149:NIFTY:2026-04-07T09:42:51:LONG
2026-04-07,09:43:06,2026-04-07,09:43:24,NIFTY,SELL,22827.9,22813.25,NIFTY07APR2622850PE,22850.0,PE,120.2,129.5,125.0,125.0,125.0,125.0,0.001665,0.002314,ws,ws,book_ladder,book_ladder,False,False,-4.8,4.5,65,604.5,strategy_S9-149:NIFTY:2026-04-07T09:43:06:SHORT
2026-04-07,09:43:51,2026-04-07,09:44:08,NIFTY,SELL,22801.65,22803.35,NIFTY07APR2622850PE,22850.0,PE,130.7,133.6,135.0,130.0,135.0,130.0,0.002681,0.001496,ws,ws,book_ladder,book_ladder,False,False,-4.3,3.6,65,188.5,strategy_S9-149:NIFTY:2026-04-07T09:43:51:SHORT
2026-04-07,09:45:10,2026-04-07,09:45:35,NIFTY,BUY,22808.35,22810.75,NIFTY07APR2622800CE,22800.0,CE,100.75,104.9,105.0,100.0,105.0,100.0,0.002982,0.000953,ws,ws,book_ladder,book_ladder,False,False,-4.25,4.9,65,269.75,strategy_S9-149:NIFTY:2026-04-07T09:45:10:LONG
2026-04-07,09:45:49,2026-04-07,09:46:15,NIFTY,BUY,22820.65,22827.7,NIFTY07APR2622800CE,22800.0,CE,110.65,113.65,115.0,110.0,115.0,110.0,0.003168,0.001758,ws,ws,book_ladder,book_ladder,False,False,-4.35,3.65,65,195.0,strategy_S9-149:NIFTY:2026-04-07T09:45:49:LONG
2026-04-07,09:47:05,2026-04-07,09:47:55,NIFTY,BUY,22835.8,22851.7,NIFTY07APR2622800CE,22800.0,CE,118.65,126.85,120.0,125.0,120.0,125.0,0.002109,0.002755,ws,ws,book_ladder,book_ladder,False,False,-1.35,1.85,65,533.0,strategy_S9-149:NIFTY:2026-04-07T09:47:05:LONG
2026-04-07,09:48:00,2026-04-07,09:48:15,NIFTY,BUY,22856.55,22860.85,NIFTY07APR2622850CE,22850.0,CE,102.05,105.0,105.0,105.0,105.0,105.0,0.001471,0.000476,ws,ws,book_ladder,book_ladder,False,False,-2.95,0.0,65,191.75,strategy_S9-149:NIFTY:2026-04-07T09:48:00:LONG
2026-04-07,09:48:28,2026-04-07,09:48:46,NIFTY,SELL,22843.75,22831.5,NIFTY07APR2622850PE,22850.0,PE,109.35,113.55,110.0,110.0,110.0,110.0,0.002747,0.002639,ws,ws,book_ladder,book_ladder,False,False,-0.65,3.55,65,273.0,strategy_S9-149:NIFTY:2026-04-07T09:48:28:SHORT
2026-04-07,09:49:05,2026-04-07,09:49:25,NIFTY,SELL,22822.65,22816.85,NIFTY07APR2622850PE,22850.0,PE,116.1,119.7,120.0,115.0,120.0,115.0,0.002156,0.003336,ws,ws,book_ladder,book_ladder,False,False,-3.9,4.7,65,234.0,strategy_S9-149:NIFTY:2026-04-07T09:49:05:SHORT
2026-04-07,09:49:58,2026-04-07,09:50:03,NIFTY,BUY,22819.1,22814.6,NIFTY07APR2622800CE,22800.0,CE,110.9,107.3,115.0,105.0,115.0,105.0,0.001353,0.002327,ws,ws,book_ladder,book_ladder,False,False,-4.1,2.3,65,-234.0,strategy_S9-149:NIFTY:2026-04-07T09:49:58:LONG
2026-04-07,09:50:40,2026-04-07,09:51:07,NIFTY,BUY,22822.1,22833.4,NIFTY07APR2622800CE,22800.0,CE,111.2,116.9,115.0,115.0,115.0,115.0,0.002701,0.001282,ws,ws,book_ladder,book_ladder,False,False,-3.8,1.9,65,370.5,strategy_S9-149:NIFTY:2026-04-07T09:50:40:LONG
2026-04-07,09:51:15,2026-04-07,09:51:30,NIFTY,SELL,22823.7,22828.05,NIFTY07APR2622850PE,22850.0,PE,115.95,112.3,120.0,110.0,120.0,110.0,0.002591,0.002224,ws,ws,book_ladder,book_ladder,False,False,-4.05,2.3,65,-237.25,strategy_S9-149:NIFTY:2026-04-07T09:51:15:SHORT
2026-04-07,09:52:00,2026-04-07,09:52:23,NIFTY,BUY,22843.55,22843.8,NIFTY07APR2622800CE,22800.0,CE,121.35,121.6,125.0,120.0,125.0,120.0,0.001649,0.001643,ws,ws,book_ladder,book_ladder,False,False,-3.65,1.6,65,16.25,strategy_S9-149:NIFTY:2026-04-07T09:52:00:LONG
