date,strategy_name,daily_gross_pnl,daily_pnl,daily_fees,cumulative_pnl,starting_equity,equity,equity_peak,cumulative_return,daily_return,daily_return_pct,rolling_return_3d,rolling_return_3d_pct,rolling_return_5d,rolling_return_5d_pct,rolling_return_10d,rolling_return_10d_pct,drawdown,drawdown_pct,rolling_volatility_5d,rolling_volatility_5d_pct,rolling_volatility_10d,rolling_volatility_10d_pct,total_trades,winning_trades,losing_trades,flat_trades,avg_trade_pnl,median_trade_pnl,avg_trade_duration_minutes,avg_mae,avg_mfe,opening_session_pnl,opening_session_trades,mid_session_pnl,mid_session_trades,closing_session_pnl,closing_session_trades,unknown_session_pnl,unknown_session_trades,weekday,month
2021-03-26,strategy_56,34189.0,33376.6,812.4,33376.6,100000.0,133376.6,133376.6,0.333766,0.333766,33.3766,,,,,,,0.0,0.0,,,,,2031,557,1474,0,16.4335795175,-31.9,0.1846141215,,,15960.8,388,12459.3,1353,4956.5,290,0.0,0,Friday,2021-03
2021-03-30,strategy_56,8007.0,7310.6,696.4,40687.2,133376.6,140687.2,140687.2,0.406872,0.0548117136,5.4811713599,,,,,,,0.0,0.0,2.2141310069,221.4131006918,2.2141310069,221.4131006918,1741,422,1319,0,4.1990809879,-29.65,0.1867030442,,,2281.7,357,3358.4,1329,1670.5,55,0.0,0,Tuesday,2021-03
2021-03-31,strategy_56,22413.5,21775.5,638.0,62462.7,140687.2,162462.7,162462.7,0.624627,0.1547795393,15.477953929,0.624627,62.4627,,,,,0.0,0.0,1.8318476927,183.1847692737,1.8318476927,183.1847692737,1595,395,1200,0,13.6523510972,-22.9,0.2712852665,,,4615.55,363,10197.2,1007,6962.75,225,0.0,0,Wednesday,2021-03
2021-04-01,strategy_56,13562.5,12785.3,777.2,75248.0,162462.7,175248.0,175248.0,0.75248,0.0786968332,7.8696833181,0.3139336285,31.3933628538,,,,,0.0,0.0,1.7356315796,173.5631579578,1.7356315796,173.5631579578,1943,464,1479,0,6.5801852805,-25.9,0.1887716589,,,2580.95,382,11033.75,1305,-829.4,256,0.0,0,Thursday,2021-04
2021-04-05,strategy_56,55714.5,54918.5,796.0,130166.5,175248.0,230166.5,230166.5,1.301665,0.3133759016,31.3375901579,0.6360159275,63.6015927533,1.301665,130.1665,,,0.0,0.0,1.8478986432,184.7898643192,1.8478986432,184.7898643192,1990,562,1428,0,27.5972361809,-26.275,0.1936180905,,,24117.05,388,26578.1,1321,4223.35,281,0.0,0,Monday,2021-04
2021-04-06,strategy_56,36998.75,36201.55,797.2,166368.05,230166.5,266368.05,266368.05,1.6636805,0.1572841834,15.7284183406,0.6395643431,63.9564343077,0.9971123121,99.7112312055,,,0.0,0.0,1.4356827341,143.5682734145,1.6960816649,169.6081664888,1993,568,1425,0,18.1643502258,-26.65,0.1897725372,,,21998.45,382,17367.3,1323,-3164.2,288,0.0,0,Tuesday,2021-04
2021-04-07,strategy_56,7564.0,7398.0,166.0,173766.05,266368.05,273766.05,273766.05,1.7376605,0.0277736012,2.7773601226,0.5621636196,56.2163619556,0.9459200979,94.5920097919,,,0.0,0.0,1.5345907938,153.4590793811,1.789086776,178.9086775954,415,119,296,0,17.8265060241,-34.9,0.1910040161,,,7392.8,388,5.2,27,0.0,0,0.0,0,Wednesday,2021-04
2021-04-08,strategy_56,22435.75,21648.95,786.8,195415.0,273766.05,295415.0,295415.0,1.95415,0.079078286,7.9078286004,0.2834839127,28.3483912733,0.8183558441,81.8355844141,,,0.0,0.0,1.5880651791,158.8065179146,1.7267097906,172.6709790584,1967,494,1473,0,11.0060752415,-25.15,0.1896288765,,,-1970.6,404,7965.05,1343,15654.5,220,0.0,0,Thursday,2021-04
2021-04-09,strategy_56,27683.5,26883.5,800.0,222298.5,295415.0,322298.5,322298.5,2.222985,0.091002488,9.1002488025,0.2099743194,20.9974319368,0.8390994476,83.909944764,,,0.0,0.0,1.5693563591,156.9356359064,1.6543027676,165.4302767573,2000,582,1418,0,13.44175,-22.9,0.1944583333,,,9980.3,398,16734.5,1320,168.7,282,0.0,0,Friday,2021-04
2021-04-12,strategy_56,52865.25,52047.25,818.0,274345.75,322298.5,374345.75,374345.75,2.7434575,0.1614877202,16.1487720235,0.3673928889,36.7392888928,0.6264128359,62.6412835925,2.7434575,274.34575,0.0,0.0,0.801379899,80.1379899009,1.5717725237,157.1772523655,2045,627,1418,0,25.4509779951,-26.65,0.194205379,,,16353.05,398,20654.85,1381,15039.35,266,0.0,0,Monday,2021-04
2021-04-13,strategy_56,70570.0,69795.6,774.4,344141.35,374345.75,444141.35,444141.35,3.4414135,0.1864468877,18.644688767,0.503448877,50.3448877004,0.6673972348,66.7397234766,2.3299795466,232.9979546637,0.0,0.0,0.9138479737,91.3847973721,1.2500609391,125.0060939053,1936,593,1343,0,36.051446281,-20.65,0.2109676309,,,11438.45,417,44625.2,1262,13731.95,257,0.0,0,Tuesday,2021-04
2021-04-15,strategy_56,102758.25,102004.25,754.0,446145.6,444141.35,546145.6,546145.6,4.461456,0.2296661862,22.9666186227,0.6945334837,69.4533483712,0.9949354568,99.4935456752,2.8819849993,288.1984999346,0.0,0.0,0.9068378576,90.6837857581,1.2606699522,126.0669952162,1885,654,1231,0,54.1136604775,-16.9,0.2171532201,,,25080.85,361,62916.35,1286,14007.05,238,0.0,0,Thursday,2021-04
2021-04-16,strategy_56,37583.25,36805.65,777.6,482951.25,546145.6,582951.25,582951.25,4.8295125,0.0673916443,6.7391644279,0.557253555,55.7253555036,0.9733298918,97.3329891847,2.5882159413,258.8215941259,0.0,0.0,0.954391018,95.4391018028,1.3162250923,131.6225092275,1944,534,1410,0,18.9329475309,-20.4,0.1944330074,,,16721.3,398,18486.65,1274,1597.7,272,0.0,0,Friday,2021-04
2021-04-19,strategy_56,57381.0,56607.4,773.6,539558.65,582951.25,639558.65,639558.65,5.3955865,0.0971048608,9.7104860827,0.439988981,43.9988980985,0.984367442,98.4367441983,2.6494490665,264.9449066466,0.0,0.0,0.9369077578,93.6907757833,1.2976833737,129.7683373702,1934,599,1335,0,29.2695966908,-22.15,0.2074284729,,,17985.05,363,33046.25,1295,5576.1,276,0.0,0,Monday,2021-04
2021-04-20,strategy_56,70080.25,69345.45,734.8,608904.1,639558.65,708904.1,708904.1,6.089041,0.1084270379,10.8427037927,0.2980130207,29.8013020704,0.8937148345,89.3714834481,2.0799621144,207.9962114382,0.0,0.0,0.9599055769,95.9905576901,0.9255928088,92.5592808797,1837,571,1266,0,37.7492923244,-17.9,0.223598258,,,10101.9,364,38385.15,1244,20858.4,229,0.0,0,Tuesday,2021-04
2021-04-22,strategy_56,52897.0,52202.6,694.4,661106.7,708904.1,761106.7,761106.7,6.611067,0.0736384512,7.3638451238,0.3056095171,30.5609517091,0.713658726,71.3658725989,1.857349821,185.7349821046,0.0,0.0,0.938848127,93.8848126975,0.927691681,92.7691681018,1736,569,1167,0,30.0706221198,-17.9,0.2254032258,,,5575.05,253,39482.1,1231,7145.45,252,0.0,0,Thursday,2021-04
2021-04-23,strategy_56,44558.5,44008.1,550.4,705114.7999999999,761106.7,805114.7999999999,805114.7999999999,7.051148,0.0578211964,5.7821196424,0.2588599967,25.8859996656,0.4741761171,47.4176117138,1.9408862056,194.0886205576,0.0,0.0,0.3002061707,30.0206170665,0.8678887244,86.7888724359,1376,424,952,0,31.982630814,-20.65,0.2076065891,,,0.0,0,32995.05,1128,11013.05,248,0.0,0,Friday,2021-04
2021-04-26,strategy_56,18642.5,17838.5,804.0,722953.2999999999,805114.7999999999,822953.2999999999,822953.2999999999,7.229533,0.0221564676,2.2156467624,0.1608809993,16.0880999278,0.4117017504,41.1701750361,1.7857532624,178.575326236,0.0,0.0,0.4838543053,48.3854305322,0.9645531931,96.4553193142,2010,490,1520,0,8.8748756219,-25.9,0.1881308101,,,3663.25,420,12948.65,1319,1226.6,271,0.0,0,Monday,2021-04
2021-04-27,strategy_56,-39778.5,-40637.3,858.8,682315.9999999999,822953.2999999999,782315.9999999999,822953.2999999999,6.82316,-0.0493798372,-4.9379837228,0.0278663951,2.786639508,0.2232122887,22.3212288662,1.4273026403,142.7302640254,-40637.3,-0.0493798372,0.8521070003,85.21070003,1.228127887,122.8127886962,2147,350,1797,0,-18.9274802049,-32.65,0.153028891,,,-3053.75,410,-30147.1,1439,-7436.45,298,0.0,0,Tuesday,2021-04
2021-04-28,strategy_56,-55794.5,-56669.3,874.8,625646.6999999998,782315.9999999999,725646.6999999998,822953.2999999999,6.256467,-0.072437864,-7.2437863983,-0.0987040606,-9.8704060589,0.023617581,2.3617580996,0.938439798,93.8439797968,-97306.6000000001,-0.1182407313,0.9185349094,91.8534909442,1.403961156,140.3961155998,2187,331,1856,0,-25.9118884316,-37.9,0.1440024387,,,-9726.2,433,-40514.25,1470,-6428.85,284,0.0,0,Wednesday,2021-04
2021-04-29,strategy_56,60143.5,59374.3,769.2,685020.9999999999,725646.6999999998,785020.9999999999,822953.2999999999,6.85021,0.0818226004,8.1822600447,-0.0460928949,-4.6092894943,0.0314204303,3.1420430276,0.7675026205,76.7502620506,-37932.3,-0.0460928949,0.9496891434,94.968914336,1.2713466205,127.1346620501,1923,516,1407,0,30.8758710348,-30.4,0.1930902778,,,23789.95,322,36662.15,1309,-1077.8,292,0.0,0,Thursday,2021-04
2021-04-30,strategy_56,55409.75,54650.15,759.6,739671.1499999999,785020.9999999999,839671.1499999999,839671.1499999999,7.3967115,0.0696161631,6.9616163134,0.0733145558,7.3314555755,0.0429210219,4.2921021946,0.5374492626,53.7449262614,0.0,0.0,0.9832380335,98.3238033455,0.9174714615,91.7471461464,1899,556,1343,0,28.7783833597,-21.4,0.214453811,,,16542.0,365,33548.35,1251,4559.8,283,0.0,0,Friday,2021-04
2021-05-01,strategy_56,26051.75,26048.55,3.2,765719.7,839671.1499999999,865719.7,865719.7,7.657197,0.0310223234,3.1022323442,0.1930319534,19.3031953429,0.0519669828,5.1966982817,0.485063631,48.5063630964,0.0,0.0,0.9901881551,99.018815506,0.9120517631,91.2051763083,8,2,6,0,3256.06875,-6.275,28.55,,,9769.95,2,16278.6,6,0.0,0,0.0,0,Saturday,2021-05
2021-05-03,strategy_56,44290.0,43485.2,804.8,809204.8999999999,865719.7,909204.9,909204.9,8.092049,0.0502301149,5.0230114897,0.1581918191,15.8191819072,0.1621964781,16.2196478149,0.4216130139,42.1613013912,0.0,0.0,0.8734677241,87.3467724091,0.8668552665,86.6855266528,2012,581,1431,0,21.6129224652,-25.65,0.189612326,,,15966.8,388,19814.1,1351,7704.3,273,0.0,0,Monday,2021-05
2021-05-04,strategy_56,54017.0,53250.6,766.4,862455.4999999999,909204.9,962455.4999999998,962455.4999999998,8.624555,0.0585683161,5.8568316119,0.1462290922,14.6229092187,0.3263417308,32.6341730762,0.357666714,35.7666714017,0.0,0.0,0.2740938141,27.409381407,0.7931352103,79.3135210323,1916,557,1359,0,27.7925887265,-25.4,0.2008987784,,,15359.35,366,18780.65,1324,19110.6,226,0.0,0,Tuesday,2021-05
2021-05-05,strategy_56,19332.75,18539.15,793.6,880994.6499999999,962455.4999999998,980994.65,980994.65,8.8099465,0.0192623451,1.9262345116,0.1331550501,13.315505007,0.2496412835,24.9641283482,0.2889055503,28.8905550299,0.0,0.0,0.290332051,29.0332051038,0.763445051,76.3445050999,1984,495,1489,0,9.3443296371,-28.9,0.1783829215,,,12259.1,401,7003.1,1361,-723.05,222,0.0,0,Wednesday,2021-05
2021-05-06,strategy_56,15905.25,15114.45,790.8,896109.0999999999,980994.65,996109.0999999997,996109.0999999997,8.961091,0.0154072706,1.540727057,0.0955826349,9.5582634893,0.1863085924,18.6308592358,0.2372261695,23.7226169485,0.0,0.0,0.2689069211,26.8906921096,0.7466466721,74.6646672121,1977,508,1469,0,7.6451441578,-22.9,0.1885964912,,,5315.1,391,8590.4,1304,1208.95,282,0.0,0,Thursday,2021-05
2021-05-07,strategy_56,-5870.0,-6475.2,605.2,889633.8999999999,996109.0999999997,989633.9,996109.0999999997,8.896339,-0.0065004928,-0.6500492767,0.0282386043,2.8238604278,0.1431343193,14.3134319341,0.2025395609,20.2539560872,-6475.2,-0.0065004928,0.3791295298,37.9129529813,0.7594641832,75.9464183205,1513,342,1171,0,-4.279709187,-25.9,0.4313809839,,,-192.8,392,-5660.05,917,-622.35,204,0.0,0,Friday,2021-05
2021-05-10,strategy_56,-24850.5,-25548.9,698.4,864084.9999999999,989633.9,964084.9999999998,996109.0999999997,8.64085,-0.0258165166,-2.5816516593,-0.01723725,-1.7237249969,0.0603605414,6.0360541392,0.2323472868,23.2347286774,-32024.1,-0.0321491893,0.4492876545,44.92876545,0.7122269942,71.2226994189,1746,295,1451,0,-14.6328178694,-30.4,0.1859915854,,,-1776.35,409,-19485.05,1162,-4287.5,175,0.0,0,Monday,2021-05
2021-05-11,strategy_56,-11593.75,-12398.15,804.4,851686.8499999999,964084.9999999998,951686.8499999997,996109.0999999997,8.5168685,-0.0128600175,-1.286001753,-0.0445957677,-4.4595767672,-0.0111887251,-1.1188725089,0.3115016578,31.1501657763,-44422.25,-0.0445957677,0.2713073471,27.1307347117,0.5512231965,55.1223196455,2011,397,1614,0,-6.1651665838,-25.4,0.1726042186,,,-6210.75,430,-5334.1,1334,-853.3,247,0.0,0,Tuesday,2021-05
2021-05-12,strategy_56,-12979.5,-13566.7,587.2,838120.1499999999,951686.8499999997,938120.15,996109.0999999997,8.3812015,-0.0142554245,-1.425542446,-0.0520533401,-5.2053340129,-0.0437051313,-4.3705131317,0.1950255471,19.5025547087,-57988.95,-0.0582154605,0.2161600662,21.6160066246,0.5029344537,50.2934453664,1468,323,1145,0,-9.2416212534,-27.9,0.1759107468,,,1097.8,388,-14664.5,1080,0.0,0,0.0,0,Wednesday,2021-05
2021-05-14,strategy_56,63594.0,62866.8,727.2,900986.95,938120.15,1000986.95,1000986.95,9.0098695,0.067013591,6.7013590956,0.0382766561,3.8276656104,0.0048969034,0.4896903361,0.1921178309,19.2117830891,0.0,0.0,0.5292034643,52.920346427,0.4963743762,49.6374376178,1818,594,1224,0,34.5801980198,-16.9,0.2353259871,,,23255.15,344,33255.45,1227,6356.2,247,0.0,0,Friday,2021-05
2021-05-17,strategy_56,-32333.25,-33033.65,700.4,867953.2999999999,1000986.95,967953.3,1000986.95,8.679533,-0.0330010796,-3.3001079585,0.0170922294,1.7092229445,-0.0219076974,-2.1907697382,0.1180908786,11.8090878607,-33033.65,-0.0330010796,0.5742708587,57.4270858669,0.5458946947,54.5894694702,1751,325,1426,0,-18.8655910908,-35.4,0.183428517,,,-4335.45,413,-28026.7,1298,-671.5,40,0.0,0,Monday,2021-05
2021-05-18,strategy_56,-14300.75,-15028.75,728.0,852924.5499999999,967953.3,952924.55,1000986.95,8.5292455,-0.0155263172,-1.552631723,0.015780921,1.5780921026,-0.0115762096,-1.1576209567,0.0480855855,4.8085585548,-48062.4,-0.0480150116,0.5578557544,55.7855754449,0.5183830916,51.8383091567,1820,362,1458,0,-8.2575549451,-28.15,0.1714468864,,,2595.15,244,-18163.4,1401,539.5,175,0.0,0,Tuesday,2021-05
2021-05-19,strategy_56,-14196.25,-14939.05,742.8,837985.4999999999,952924.55,937985.4999999998,1000986.95,8.379855,-0.0156770544,-1.567705439,-0.062939332,-6.2939332026,-0.0143969101,-1.4396910076,-0.0254245521,-2.5424552096,-63001.4500000001,-0.062939332,0.5609675913,56.0967591316,0.4406227172,44.0622717176,1857,372,1485,0,-8.044722671,-25.4,0.1664959569,,,-2179.8,177,-10015.55,1407,-2743.7,273,0.0,0,Wednesday,2021-05
