date,strategy_name,daily_gross_pnl,daily_pnl,daily_fees,cumulative_pnl,starting_equity,equity,equity_peak,cumulative_return,daily_return,daily_return_pct,rolling_return_3d,rolling_return_3d_pct,rolling_return_5d,rolling_return_5d_pct,rolling_return_10d,rolling_return_10d_pct,drawdown,drawdown_pct,rolling_volatility_5d,rolling_volatility_5d_pct,rolling_volatility_10d,rolling_volatility_10d_pct,total_trades,winning_trades,losing_trades,flat_trades,avg_trade_pnl,median_trade_pnl,avg_trade_duration_minutes,avg_mae,avg_mfe,opening_session_pnl,opening_session_trades,mid_session_pnl,mid_session_trades,closing_session_pnl,closing_session_trades,unknown_session_pnl,unknown_session_trades,weekday,month
2021-03-26,strategy_S3-8,28172.5,28025.3,147.2,28025.3,100000.0,128025.3,128025.3,0.280253,0.280253,28.0253,,,,,,,0.0,0.0,,,,,368,160,208,0,76.1557065217,-58.15,1.0787137681,,,5672.7,77,15457.95,242,6894.65,49,0.0,0,Friday,2021-03
2021-03-30,strategy_S3-8,18805.25,18680.45,124.8,46705.75,128025.3,146705.75,146705.75,0.4670575,0.1459121752,14.5912175172,,,,,,,0.0,0.0,1.0662972403,106.6297240258,1.0662972403,106.6297240258,312,144,168,0,59.8732371795,-16.9,1.122542735,,,5376.55,58,14596.9,239,-1293.0,15,0.0,0,Tuesday,2021-03
2021-03-31,strategy_S3-8,18224.25,18102.65,121.6,64808.4,146705.75,164808.4,164808.4,0.648084,0.1233942773,12.339427732,0.648084,64.8084,,,,,0.0,0.0,1.0992983266,109.9298326641,1.0992983266,109.9298326641,304,145,159,0,59.5481907895,-12.025,1.079002193,,,6217.55,73,8870.45,187,3014.65,44,0.0,0,Wednesday,2021-03
2021-04-01,strategy_S3-8,31063.5,30934.7,128.8,95743.1,164808.4,195743.1,195743.1,0.957431,0.187700991,18.7700990969,0.5289407641,52.8940764052,,,,,0.0,0.0,0.952525905,95.2525904991,0.952525905,95.2525904991,322,167,155,0,96.0704968944,14.975,1.292184265,,,4283.5,70,22536.0,210,4115.2,42,0.0,0,Thursday,2021-04
2021-04-05,strategy_S3-8,16854.5,16702.5,152.0,112445.6,195743.1,212445.6,212445.6,1.124456,0.0853286783,8.5328678252,0.4481068397,44.8106839711,1.124456,112.4456,,,0.0,0.0,1.0587315495,105.8731549464,1.0587315495,105.8731549464,380,145,235,0,43.9539473684,-84.025,1.0138596491,,,16724.7,72,-48.3,257,26.1,51,0.0,0,Monday,2021-04
2021-04-06,strategy_S3-8,24552.0,24408.0,144.0,136853.6,212445.6,236853.6,236853.6,1.368536,0.1148905885,11.4890588461,0.4371451941,43.7145194056,0.8500530754,85.0053075447,,,0.0,0.0,0.542509465,54.2509465044,1.0100960023,101.009600227,360,151,209,0,67.8,-44.65,1.0781481481,,,12973.0,75,12324.5,235,-889.5,50,0.0,0,Tuesday,2021-04
2021-04-07,strategy_S3-8,5820.75,5789.95,30.8,142643.55,236853.6,242643.55,242643.55,1.4264355,0.0244452691,2.4445269145,0.23960206,23.9602060047,0.6539471016,65.3947101596,,,0.0,0.0,0.8438461339,84.3846133919,1.187676499,118.7676499028,77,31,46,0,75.1941558442,-87.4,1.1467532468,,,5044.45,72,745.5,5,0.0,0,0.0,0,Wednesday,2021-04
2021-04-08,strategy_S3-8,16309.75,16171.35,138.4,158814.9,242643.55,258814.9,258814.9,1.588149,0.0666465274,6.6646527386,0.2182643463,21.8264346261,0.5703987175,57.0398717541,,,0.0,0.0,0.8654537639,86.5453763945,1.1714531739,117.145317385,346,142,204,0,46.7380057803,-36.4,1.1020231214,,,430.15,69,5858.0,235,9883.2,42,0.0,0,Thursday,2021-04
2021-04-09,strategy_S3-8,7601.5,7451.1,150.4,166266.0,258814.9,266266.0,266266.0,1.66266,0.0287893008,2.8789300771,0.124179662,12.4179662036,0.3602829423,36.0282942285,,,0.0,0.0,0.5432764383,54.3276438343,1.2114578318,121.1457831758,376,155,221,0,19.8167553191,-51.4,1.0507978723,,,3270.7,72,3805.05,253,375.35,51,0.0,0,Friday,2021-04
2021-04-12,strategy_S3-8,20801.0,20648.2,152.8,186914.2,266266.0,286914.2,286914.2,1.869142,0.0775472648,7.7547264765,0.1824513778,18.2451377751,0.3505302063,35.0530206321,1.869142,186.9142,0.0,0.0,0.5299782303,52.9978230289,1.1649211738,116.4921173797,382,160,222,0,54.0528795812,-55.4,1.0376527051,,,6655.2,72,9290.0,260,4703.0,50,0.0,0,Monday,2021-04
2021-04-13,strategy_S3-8,36489.25,36339.25,150.0,223253.45,286914.2,323253.45,323253.45,2.2325345,0.1266554601,12.6655460064,0.2489754261,24.8975426067,0.3647816626,36.4781662597,1.5249185122,152.49185122,0.0,0.0,0.5904494859,59.0449485902,0.7753410223,77.5341022289,375,180,195,0,96.9046666667,-13.9,1.1214666667,,,4548.75,75,27566.8,248,4223.7,52,0.0,0,Tuesday,2021-04
2021-04-15,strategy_S3-8,29251.0,29100.6,150.4,252354.05,323253.45,352354.05,352354.05,2.5235405,0.0900240972,9.0024097191,0.3233159697,32.3315969745,0.4521467807,45.2146780741,1.4017739591,140.1773959098,0.0,0.0,0.5051341826,50.5134182569,0.7330799776,73.3079977649,376,164,212,0,77.395212766,-37.9,1.0554964539,,,6429.1,71,19852.25,250,2819.25,55,0.0,0,Thursday,2021-04
2021-04-16,strategy_S3-8,14776.25,14634.65,141.6,266988.7,352354.05,366988.7,366988.7,2.669887,0.0415339344,4.1533934405,0.2790886613,27.9088661349,0.4179581624,41.7958162378,1.2267596797,122.6759679725,0.0,0.0,0.5560187557,55.6018755724,0.7497329124,74.9732912443,354,154,200,0,41.340819209,-37.525,1.1414783427,,,1912.25,75,10966.4,229,1756.0,50,0.0,0,Friday,2021-04
2021-04-19,strategy_S3-8,19447.5,19291.9,155.6,286280.6000000001,366988.7,386280.6000000001,386280.6000000001,2.862806,0.0525681036,5.2568103596,0.1949775014,19.49775014,0.4507319748,45.0731974792,0.9734059591,97.3405959137,0.0,0.0,0.4756069546,47.560695458,0.5219258123,52.1925812327,389,177,212,0,49.5935732648,-35.4,1.0213796058,,,1532.75,80,10409.1,261,7350.05,48,0.0,0,Monday,2021-04
2021-04-20,strategy_S3-8,32913.5,32762.3,151.2,319042.9000000001,386280.6000000001,419042.9000000001,419042.9000000001,3.190429,0.0848147694,8.4814769367,0.1892665914,18.9266591373,0.4605164192,46.0516419194,0.9724715409,97.247154095,0.0,0.0,0.4777496492,47.7749649187,0.5215719967,52.1571996697,378,187,191,0,86.6727513228,-3.525,1.1175925926,,,1958.85,76,22548.2,247,8255.25,55,0.0,0,Tuesday,2021-04
2021-04-22,strategy_S3-8,18803.5,18661.5,142.0,337704.4000000001,419042.9000000001,437704.4000000001,437704.4000000001,3.377044,0.0445336265,4.4533626509,0.1926917641,19.2691764079,0.3540594849,35.4059484903,0.8479955551,84.799555506,0.0,0.0,0.3265941454,32.6594145443,0.4774209981,47.7420998075,355,150,205,0,52.5676056338,-34.9,1.0778403756,,,1926.65,54,12898.75,250,3836.1,51,0.0,0,Thursday,2021-04
2021-04-23,strategy_S3-8,26237.5,26134.3,103.2,363838.7,437704.4000000001,463838.7000000001,463838.7000000001,3.638387,0.0597076474,5.9707647444,0.2007817633,20.0781763309,0.3163995135,31.6399513501,0.9116053157,91.1605315699,0.0,0.0,0.2453693237,24.5369323683,0.4315880514,43.1588051426,258,122,136,0,101.2957364341,-32.9,1.1339147287,,,0.0,0,21445.7,207,4688.6,51,0.0,0,Friday,2021-04
2021-04-26,strategy_S3-8,24005.75,23864.95,140.8,387703.6500000001,463838.7000000001,487703.6500000001,487703.6500000001,3.8770365,0.0514509678,5.1450967761,0.1638513622,16.3851362235,0.3289336974,32.8933697414,0.8843723835,88.4372383507,0.0,0.0,0.2215384333,22.1538433263,0.4381688133,43.8168813282,352,168,184,0,67.7981534091,-28.525,1.1394886364,,,2924.9,79,16207.75,230,4732.3,43,0.0,0,Monday,2021-04
2021-04-27,strategy_S3-8,7934.5,7798.5,136.0,395502.1500000001,487703.6500000001,495502.1500000001,495502.1500000001,3.9550215,0.0159902433,1.5990243255,0.1320474503,13.2047450288,0.2827518389,28.2751838948,0.8609291085,86.0929108485,0.0,0.0,0.3540060687,35.4006068677,0.4685698006,46.8569800607,340,151,189,0,22.9367647059,-20.4,1.1246078431,,,3797.95,72,2783.95,227,1216.6,41,0.0,0,Tuesday,2021-04
2021-04-28,strategy_S3-8,9509.75,9376.55,133.2,404878.7,495502.1500000001,504878.7000000001,504878.7000000001,4.048787,0.0189233286,1.8923328587,0.0884790338,8.8479033768,0.2048377386,20.483773857,0.7596852996,75.9685299647,0.0,0.0,0.2788780255,27.8878025485,0.5088242111,50.8824211083,333,131,202,0,28.1578078078,-35.4,1.1282282282,,,751.15,69,6606.3,218,2019.1,46,0.0,0,Wednesday,2021-04
2021-04-29,strategy_S3-8,25832.75,25689.55,143.2,430568.25,504878.7000000001,530568.25,530568.25,4.3056825,0.0508826179,5.0882617944,0.0878906689,8.7890668852,0.2121611069,21.2161106902,0.641338244,64.1338244031,0.0,0.0,0.2889672608,28.8967260783,0.3595783088,35.9578308807,358,140,218,0,71.7585195531,-72.9,1.0218808194,,,5636.25,70,20969.5,240,-916.2,48,0.0,0,Thursday,2021-04
2021-04-30,strategy_S3-8,17101.0,16945.4,155.6,447513.6500000001,530568.25,547513.6500000001,547513.6500000001,4.4751365,0.0319382096,3.1938209646,0.1049672539,10.4967253926,0.1803966551,18.039665513,0.5538735826,55.3873582551,0.0,0.0,0.2402600003,24.0260000301,0.3028196342,30.2819634238,389,163,226,0,43.5614395887,-53.65,1.0280205656,,,2570.2,77,11647.2,257,2728.0,55,0.0,0,Friday,2021-04
2021-05-01,strategy_S3-8,27813.5,27811.1,2.4,475324.7500000001,547513.6500000001,575324.75,575324.75,4.7532475,0.0507952633,5.0795263278,0.1395306437,13.9530643697,0.1796605377,17.9660537706,0.5676906401,56.7690640066,0.0,0.0,0.2378613308,23.7861330838,0.3031794856,30.3179485564,6,2,4,0,4635.1833333333,-97.4,36.5444444444,,,9777.1,1,18034.0,5,0.0,0,0.0,0,Saturday,2021-05
2021-05-03,strategy_S3-8,17839.5,17691.1,148.4,493015.85,575324.75,593015.8500000001,593015.8500000001,4.9301585,0.0307497635,3.0749763503,0.1176994666,11.7699466563,0.1967977334,19.679773337,0.5351944933,53.5194493329,0.0,0.0,0.1974962597,19.7496259694,0.3093028893,30.9302889331,371,147,224,0,47.6849056604,-55.4,1.1356693621,,,-4663.85,84,18620.95,237,3734.0,50,0.0,0,Monday,2021-05
2021-05-04,strategy_S3-8,24399.0,24253.8,145.2,517269.65,593015.8500000001,617269.65,617269.65,5.1726965,0.0408990755,4.0899075463,0.1274050428,12.7405042778,0.2226098071,22.2609807069,0.4730464351,47.3046435102,0.0,0.0,0.1385350504,13.8535050412,0.2214135919,22.1413591869,363,146,217,0,66.8148760331,-47.9,1.1187786961,,,8195.05,68,8228.65,249,7830.1,46,0.0,0,Tuesday,2021-05
2021-05-05,strategy_S3-8,10488.75,10349.15,139.6,527618.8,617269.65,627618.8,627618.8,5.276188,0.0167660114,1.6766011418,0.0908948381,9.0894838089,0.182918126,18.291812599,0.433887345,43.3887344975,0.0,0.0,0.1797734239,17.9773423899,0.2441076332,24.4107633237,349,129,220,0,29.6537249284,-55.4,1.9593600764,,,3976.65,69,8199.15,239,-1826.65,41,0.0,0,Wednesday,2021-05
2021-05-06,strategy_S3-8,11686.75,11535.95,150.8,539154.75,627618.8,639154.75,639154.75,5.3915475,0.0183805042,1.8380504217,0.0778038226,7.7803822613,0.1673768316,16.737683161,0.3779677073,37.7967707309,0.0,0.0,0.2070297064,20.7029706442,0.2250152613,22.501526135,377,162,215,0,30.59933687,-37.15,1.0352343059,,,1111.85,71,7041.15,259,3382.95,47,0.0,0,Thursday,2021-05
2021-05-07,strategy_S3-8,1662.25,1551.05,111.2,540705.8,639154.75,640705.8,640705.8,5.407058,0.0024267206,0.2426720602,0.0379674426,3.7967442592,0.1136419909,11.3641990893,0.3137195098,31.3719509788,0.0,0.0,0.2078555751,20.785557512,0.2423938923,24.2393892345,278,100,178,0,5.5793165468,-56.525,1.7443645084,,,-1334.1,79,4089.25,160,-1204.1,39,0.0,0,Friday,2021-05
2021-05-10,strategy_S3-8,9857.75,9746.55,111.2,550452.3500000001,640705.8,650452.3500000001,650452.3500000001,5.5045235,0.0152122082,1.5212208162,0.0363812397,3.6381239695,0.0968549154,9.6854915429,0.3127134766,31.2713476622,0.0,0.0,0.1974598436,19.7459843552,0.2433734789,24.3373478913,278,116,162,0,35.0595323741,-37.15,1.3579136691,,,2651.15,69,8294.4,179,-1199.0,30,0.0,0,Monday,2021-05
2021-05-11,strategy_S3-8,9172.75,9039.55,133.2,559491.9000000001,650452.3500000001,659491.9000000001,659491.9000000001,5.594919,0.0138973285,1.3897328528,0.0318188201,3.181882009,0.0684016297,6.8401629661,0.3062383103,30.6238310311,0.0,0.0,0.0898165075,8.9816507483,0.2490504335,24.9050433488,333,136,197,0,27.1457957958,-40.4,1.1369369369,,,-3895.85,79,9803.3,218,3132.1,36,0.0,0,Tuesday,2021-05
2021-05-12,strategy_S3-8,9809.25,9714.05,95.2,569205.9500000002,659491.9000000001,669205.9500000002,669205.9500000002,5.6920595,0.0147295971,1.4729597134,0.0444824286,4.4482428597,0.0662617978,6.6261797766,0.2613004076,26.1300407629,0.0,0.0,0.0867769834,8.6776983425,0.2202450657,22.0245065688,238,97,141,0,40.8153361345,-26.775,1.21267507,,,1888.85,66,7825.2,172,0.0,0,0.0,0,Wednesday,2021-05
2021-05-14,strategy_S3-8,26032.75,25883.95,148.8,595089.9000000001,669205.9500000002,695089.9000000001,695089.9000000001,5.950899,0.0386786011,3.8678601109,0.0686253958,6.862539585,0.0875142522,8.7514252221,0.2695389421,26.9538942088,0.0,0.0,0.1878725171,18.7872517058,0.2288621912,22.8862191206,372,160,212,0,69.5805107527,-45.4,1.101344086,,,15335.65,64,8731.35,256,1816.95,52,0.0,0,Friday,2021-05
2021-05-17,strategy_S3-8,5007.0,4894.6,112.4,599984.5000000001,695089.9000000001,699984.5000000001,699984.5000000001,5.999845,0.0070416791,0.7041679069,0.0613996927,6.1399692703,0.0925209355,9.2520935506,0.2166771897,21.6677189709,0.0,0.0,0.1714078977,17.1407897674,0.1930455562,19.3045556192,281,111,170,0,17.4185053381,-46.15,1.0932977461,,,2024.45,72,2612.15,204,258.0,5,0.0,0,Monday,2021-05
2021-05-18,strategy_S3-8,7958.75,7832.35,126.4,607816.8500000001,699984.5000000001,707816.8500000001,707816.8500000001,6.0781685,0.0111893192,1.1189319192,0.057696588,5.7696588023,0.0881917023,8.8191702282,0.1935884176,19.3588417578,0.0,0.0,0.1764310888,17.6431088815,0.1876871381,18.7687138089,316,119,197,0,24.7859177215,-48.9,1.0699894515,,,3861.05,43,2605.35,241,1365.95,32,0.0,0,Tuesday,2021-05
2021-05-19,strategy_S3-8,10247.0,10128.2,118.8,617945.05,707816.8500000001,717945.05,717945.05,6.1794505,0.0143090688,1.4309068794,0.0328808547,3.2880854692,0.0886336132,8.8633613241,0.1630979265,16.309792649,0.0,0.0,0.1760725406,17.6072540602,0.143071987,14.3071986985,297,122,175,0,34.1016835017,-31.15,1.1594276094,,,-604.8,37,7922.65,219,2810.35,41,0.0,0,Wednesday,2021-05
2021-05-20,strategy_S3-8,15983.25,15856.45,126.8,633801.5,717945.05,733801.5,733801.5,6.338015,0.0220858825,2.2085882478,0.0483110697,4.8311069745,0.096525666,9.6525665978,0.1691834279,16.9183427902,0.0,0.0,0.1770855411,17.7085541085,0.1466779555,14.667795546,317,147,170,0,50.0203470032,-10.4,1.2188748686,,,7669.25,70,6559.65,214,1627.55,33,0.0,0,Thursday,2021-05
2021-05-21,strategy_S3-8,12779.75,12670.55,109.2,646472.05,733801.5,746472.05,746472.05,6.4647205,0.0172669993,1.7266999318,0.0546118675,5.4611867463,0.0739215891,7.3921589135,0.167905034,16.7905033953,0.0,0.0,0.0814879818,8.1487981843,0.1462786667,14.627866669,273,120,153,0,46.4122710623,-22.15,1.2006105006,,,5264.85,56,7102.15,204,303.55,13,0.0,0,Friday,2021-05
2021-05-24,strategy_S3-8,6047.5,6012.3,35.2,652484.3500000001,746472.05,752484.3500000001,752484.3500000001,6.5248435,0.0080542868,0.8054286828,0.0481085565,4.8108556497,0.0750014465,7.5001446461,0.174461586,17.4461585957,0.0,0.0,0.0770243434,7.7024343444,0.1354829615,13.5482961543,88,37,51,0,68.3215909091,-61.775,1.3335341365,,,7641.45,47,-1629.15,41,0.0,0,0.0,0,Monday,2021-05
2021-05-25,strategy_S3-8,14214.0,14126.4,87.6,666610.7500000001,752484.3500000001,766610.7500000001,766610.7500000001,6.6661075,0.018773015,1.8773015014,0.0447113422,4.4711342236,0.0830637191,8.3063719096,0.1785809522,17.8580952164,0.0,0.0,0.0752252705,7.5225270494,0.1358586843,13.5858684344,219,92,127,0,64.504109589,-22.15,1.1653729072,,,0.0,0,10662.3,163,3464.1,56,0.0,0,Tuesday,2021-05
