Entry_Date,Entry_Time,Exit_Date,Exit_Time,Underlying_Symbol,Strategy_Direction,Execution_Mode,Entry_Label,Exit_Label,Underlying_Entry_Price,Underlying_Exit_Price,Option_Symbol,Option_Strike,Option_Type,Option_Bucket,Option_Entry_Price,Option_Exit_Price,Entry_Fair_Value,Exit_Fair_Value,Entry_Limit_Price,Exit_Limit_Price,Entry_Spread_Pct,Exit_Spread_Pct,Entry_Quote_Source,Exit_Quote_Source,Entry_Pricing_Mode,Exit_Pricing_Mode,Entry_Repriced,Exit_Repriced,Entry_Slippage_vs_Fair,Exit_Slippage_vs_Fair,Qty,PnL,Trade_ID
2026-04-21,09:18:09,2026-04-21,09:21:44,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24450.8,24466.35,NIFTY21APR2624450CE,24450.0,CE,ITM1,62.55,76.2,62.53,76.38,65.0,75.0,0.080032,0.065531,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0187,-0.1833,65,887.25,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:18:09:LONG
2026-04-21,09:22:03,2026-04-21,09:22:35,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24458.8,24471.6,NIFTY21APR2624500PE,24500.0,PE,ITM1,98.8,92.65,98.73,92.84,100.0,90.0,0.050659,0.053908,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0727,-0.1875,65,-399.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:22:03:SHORT
2026-04-21,09:24:02,2026-04-21,09:24:19,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24481.8,24473.1,NIFTY21APR2624450CE,24450.0,CE,ITM1,84.95,78.9,84.84,79.0,85.0,75.0,0.058928,0.063291,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1053,-0.1,65,-393.25,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:24:02:LONG
2026-04-21,09:25:04,2026-04-21,09:25:51,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24462.15,24465.6,NIFTY21APR2624500PE,24500.0,PE,ITM1,93.55,93.85,93.5,94.02,95.0,90.0,0.053505,0.053206,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0526,-0.1667,65,19.5,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:25:04:SHORT
2026-04-21,09:27:31,2026-04-21,09:28:00,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24464.1,24465.8,NIFTY21APR2624500PE,24500.0,PE,ITM1,93.1,91.55,93.0,91.63,95.0,90.0,0.053778,0.054555,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1042,-0.0769,65,-100.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:27:31:SHORT
2026-04-21,09:28:34,2026-04-21,09:31:28,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24460.9,24448.6,NIFTY21APR2624500PE,24500.0,PE,ITM1,94.9,95.9,94.83,96.04,95.0,95.0,0.052715,0.05207,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0667,-0.1364,65,65.0,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:28:34:SHORT
2026-04-21,09:32:03,2026-04-21,09:33:54,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24458.6,24459.35,NIFTY21APR2624450CE,24450.0,CE,ITM1,68.8,68.45,68.75,68.54,70.0,65.0,0.07278,0.072939,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0519,-0.0897,65,-22.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:32:03:LONG
2026-04-21,09:34:17,2026-04-21,09:34:36,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24453.4,24462.3,NIFTY21APR2624500PE,24500.0,PE,ITM1,93.85,85.55,93.73,85.59,95.0,85.0,0.053348,0.058377,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1207,-0.0364,65,-539.5,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:34:17:SHORT
2026-04-21,09:35:09,2026-04-21,09:36:25,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24467.75,24470.05,NIFTY21APR2624450CE,24450.0,CE,ITM1,71.8,71.25,71.62,71.31,75.0,70.0,0.069735,0.070102,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1824,-0.06,65,-35.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:35:09:LONG
2026-04-21,09:37:41,2026-04-21,09:39:46,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24471.0,24468.3,NIFTY21APR2624450CE,24450.0,CE,ITM1,72.4,71.8,72.37,71.82,75.0,70.0,0.069156,0.069589,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0293,-0.02,65,-39.0,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:37:41:LONG
2026-04-21,09:40:37,2026-04-21,09:42:00,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24463.85,24465.95,NIFTY21APR2624500PE,24500.0,PE,ITM1,83.7,82.8,83.68,82.89,85.0,80.0,0.059791,0.060314,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0225,-0.0875,65,-58.5,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:40:37:SHORT
2026-04-21,09:43:14,2026-04-21,09:44:11,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24457.5,24463.45,NIFTY21APR2624500PE,24500.0,PE,ITM1,89.85,82.9,89.7,82.94,90.0,80.0,0.05571,0.060277,ws,ws,type_b_ladder,type_b_ladder,False,False,0.15,-0.0381,65,-451.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:43:14:SHORT
2026-04-21,09:44:33,2026-04-21,09:47:42,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24465.6,24502.2,NIFTY21APR2624450CE,24450.0,CE,ITM1,67.45,93.45,67.41,93.61,70.0,90.0,0.074156,0.053433,ws,ws,type_b_ladder,type_b_ladder,False,False,0.04,-0.1591,65,1690.0,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:44:33:LONG
2026-04-21,09:50:30,2026-04-21,09:51:29,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24508.55,24504.3,NIFTY21APR2624500CE,24500.0,CE,ITM1,65.85,64.7,65.81,64.71,70.0,60.0,0.076046,0.07722,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0367,-0.0062,65,-74.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:50:30:LONG
2026-04-21,09:52:22,2026-04-21,09:54:43,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24500.05,24494.8,NIFTY21APR2624550PE,24550.0,PE,ITM1,87.5,92.2,87.36,92.36,90.0,90.0,0.057192,0.054171,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1385,-0.1556,65,305.5,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:52:22:SHORT
2026-04-21,09:56:00,2026-04-21,09:56:27,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24499.1,24495.0,NIFTY21APR2624450CE,24450.0,CE,ITM1,89.4,87.25,89.23,87.43,90.0,85.0,0.055991,0.057241,ws,ws,type_b_ladder,type_b_ladder,False,False,0.1667,-0.1765,65,-139.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:56:00:LONG
2026-04-21,09:56:45,2026-04-21,09:57:37,NIFTY,SELL,TYPE_B,PASSIVE,HIT_BID,24492.85,24498.0,NIFTY21APR2624500PE,24500.0,PE,ITM1,65.6,60.45,65.57,60.54,70.0,60.0,0.076278,0.082645,ws,ws,type_b_ladder,type_b_ladder,False,False,0.03,-0.0885,65,-334.75,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:56:45:SHORT
2026-04-21,09:58:00,2026-04-21,09:58:21,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24501.95,24494.45,NIFTY21APR2624500CE,24500.0,CE,ITM1,61.4,58.9,61.34,58.94,65.0,55.0,0.081566,0.084782,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0635,-0.0444,65,-162.5,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:58:00:LONG
2026-04-21,09:59:40,2026-04-21,10:01:39,NIFTY,BUY,TYPE_B,PASSIVE,HIT_BID,24498.55,24501.5,NIFTY21APR2624450CE,24450.0,CE,ITM1,90.8,93.8,90.79,93.87,95.0,90.0,0.055127,0.053234,ws,ws,type_b_ladder,type_b_ladder,False,False,0.0105,-0.0729,65,195.0,strategy_S9-4__TYPE_B:NIFTY:2026-04-21T09:59:40:LONG
